Newcastle City Council Invoices over £250 paid in February 2016,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Chief Executive's,CD - Safe Newcastle Unit         ,Revenue Expenditure,01-Feb-16,SOUTHERN ELECTRIC CONTRACTING,6811610,Revenue,1VP33,CCTV Management Contingency,654.11,
Environment & Regeneration,Cityworks Parks & C/side   ,Capital Expenditure,22-Feb-16,SOUTHERN GREEN,6666396,Capital,2KL01,Leisure Services,"4,910.40",
Environment & Regeneration,Allendale Building                     ,Current Assets,23-Feb-16,SOVEREIGN CHEMICAL INDUSTRIES LTD,6832704,Revenue,4RX01,General Fund,468.00,
Environment & Regeneration,Allendale Building                     ,Current Assets,02-Feb-16,SOVEREIGN CHEMICAL INDUSTRIES LTD,6814648,Revenue,4RX01,General Fund,468.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SOVEREIGN COURT,6838461,Revenue,1MH10,Nursing Care PD,"21,488.44",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SOVEREIGN COURT,6838461,Revenue,1MH20,Residential Care PD,"107,442.20",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SOVEREIGN COURT,6838461,Revenue,1MM20,Residential Care MH,"64,465.32",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,SOVEREIGN COURT,6838461,Revenue,1MH10,Nursing Care PD,"21,488.44",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,SOVEREIGN COURT,6838461,Revenue,1MH20,Residential Care PD,"42,976.88",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,SOVEREIGN COURT,6838461,Revenue,1MM20,Residential Care MH,"64,465.32",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SOVEREIGN LODGE CARE HOME,6838428,Revenue,1MG20,Residential Care OP,"1,942,612.95",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,SOVEREIGN LODGE CARE HOME,6838428,Revenue,1MG20,Residential Care OP,"876,080.35",
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,12-Feb-16,SPEARFISH WORKSHOPS LTD,6826078,Capital,2DP02,Devt Capital CC,"3,000.00",
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,10-Feb-16,SPEARFISH WORKSHOPS LTD,6826081,Capital,2DP02,Devt Capital CC,"4,254.93",
Adult and Culture,Social Services                        ,Revenue Expenditure,19-Feb-16,SPECIALISED MAINTENANCE SYSTEMS LTD,6833547,Revenue,1MR58,Transport Function,379.62,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Feb-16,SPENCE & DOWER,6837477,Revenue,1V074,Grainger Town & Public Art,"5,892.00",
Environment & Regeneration,Cityworks Parks & C/side   ,Revenue Expenditure,10-Feb-16,SPORTSAFE UK LTD,6826110,Revenue,1KL2H,All Saints Sport Centre,"3,806.24",
Environment & Regeneration,Cityworks Parks & C/side   ,Revenue Income,10-Feb-16,SPORTSAFE UK LTD,6826110,Revenue,4RX01,General Fund,475.78,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,SPRINGFIELD HEALTHCARE GROUP,6830767,Revenue,1MG50,Home Care-Spot Purchased OP,"1,412,555.82",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,SPRINGFIELD HEALTHCARE GROUP,6830767,Revenue,1MH50,Home Care PD,"760,606.98",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,SPRINGFIELD HEALTHCARE GROUP,6830767,Revenue,1MK51,Home Care LD,"1,249,568.61",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,SPRINGFIELD HEALTHCARE GROUP,6830767,Revenue,1MK55,Home Care Family/Carer LD,"597,619.77",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,SPRINGFIELD HEALTHCARE GROUP,6830767,Revenue,1MM50,Home Care MH,"108,658.14",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,SPRINGFIELD HOUSE,6824919,Revenue,1MG20,Residential Care OP,"5,540.72",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,SPRINGFIELD HOUSE,6824919,Revenue,1MG20,Residential Care OP,"5,540.72",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,SPRINGFIELD REST HOME LTD,6824947,Revenue,1MG20,Residential Care OP,"1,404.12",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,SPRINGFIELD REST HOME LTD,6824947,Revenue,1MG20,Residential Care OP,"1,404.12",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,ST AIDENS COTTAGE,6824884,Revenue,1MM20,Residential Care MH,"2,522.80",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,ST AIDENS COTTAGE,6824884,Revenue,1MM20,Residential Care MH,"2,522.80",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST ANNES COMMUNITY SERVICES,6838789,Revenue,1MK51,Home Care LD,"18,827.88",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,ST ANNES RESIDENTIAL HOME,6824860,Revenue,1MG20,Residential Care OP,"1,275.88",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,ST ANNES RESIDENTIAL HOME,6824860,Revenue,1MG20,Residential Care OP,"1,275.88",
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,08-Feb-16,ST ANTHONYS HEALTH CENTRE,6822968,Revenue,1ML09,PH - Drugs and alcohol,"6,613.72",
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,08-Feb-16,ST ANTHONYS HEALTH CENTRE,6822968,Revenue,1ML10,PH - Sexual health -C'ception,"13,227.44",
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,08-Feb-16,ST ANTHONYS HEALTH CENTRE,6822968,Revenue,1ML03,PH - NHS Health Checks,"6,613.72",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,15-Feb-16,ST ANTHONYS OF PADUA CARE SERVICES,6829680,Revenue,1MG60,Day Care OP,"7,175.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,ST ANTHONYS OF PADUA CARE SERVICES,6830837,Revenue,1MG51,Home Care-Personal OP,"19,288,162.40",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,ST ANTHONYS OF PADUA CARE SERVICES,6830837,Revenue,1MH50,Home Care PD,"2,703,948.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,ST ANTHONYS OF PADUA CARE SERVICES,6830837,Revenue,1MK51,Home Care LD,"540,789.60",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,ST ANTHONYS OF PADUA CARE SERVICES,6830837,Revenue,1MM50,Home Care MH,"2,343,421.60",
Adult and Culture,Adult Serv Finance         ,Revenue Expenditure,22-Feb-16,ST ANTHONYS OF PADUA CARE SERVICES,6829659,Revenue,1MH60,Day Care PD,774.00,
Adult and Culture,Adult Serv Finance         ,Revenue Expenditure,01-Feb-16,ST ANTHONYS OF PADUA CARE SERVICES,6800977,Revenue,1MH60,Day Care PD,860.00,
Adult and Culture,Social Services                        ,Revenue Expenditure,29-Feb-16,ST ANTHONYS PHARMACY,6844183,Revenue,1ML09,PH - Drugs and alcohol,"1,021.25",
Adult and Culture,Social Services                        ,Revenue Expenditure,29-Feb-16,ST ANTHONYS PHARMACY,6844183,Revenue,1ML11,PH - Smoking & Tobacco,"2,042.50",
Adult and Culture,Social Services                        ,Revenue Expenditure,29-Feb-16,ST ANTHONYS PHARMACY,6844183,Revenue,1ML10,PH - Sexual health -C'ception,"4,085.00",
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,03-Feb-16,ST ASTIER CONSULTING CONTRACTORS,6819541,Revenue,1KVWC,Minor Works Contracts,420.00,
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,23-Feb-16,ST CATHERINES,6838423,Revenue,4WX13,Ind Sector Client Loan Fund,"35,243.69",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST CATHERINES,6838423,Revenue,1MG10,Nursing Care OP,"1,339,260.22",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST CATHERINES,6838423,Revenue,1MG20,Residential Care OP,"422,924.28",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST CATHERINES,6838423,Revenue,1MM20,Residential Care MH,"35,243.69",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST CATHERINES,6838495,Revenue,1MG10,Nursing Care OP,"1,792.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,ST CATHERINES,6838423,Revenue,1MG10,Nursing Care OP,"105,731.07",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,ST CATHERINES,6838423,Revenue,1MG20,Residential Care OP,"211,462.14",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,ST CATHERINES,6838423,Revenue,1MM20,Residential Care MH,"35,243.69",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,ST CUTHBERTS CARE,6830861,Revenue,1MK50,Supported Living LD,"2,538,830.84",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,16-Feb-16,ST CUTHBERTS CARE,6830861,Revenue,1MK50,Supported Living LD,"634,707.71",
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,09-Feb-16,ST CUTHBERTS CARE,6824608,Revenue,1MC22,IND Sector Foster Carer Costs,"24,600.00",
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,09-Feb-16,ST CUTHBERTS CARE,6824649,Revenue,1MC02,Ind Sector Placements,"34,800.00",
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,09-Feb-16,ST CUTHBERTS CARE,6824650,Revenue,1MC02,Ind Sector Placements,"10,400.00",
Children's Services,Childrens Services Support       ,Revenue Expenditure,17-Feb-16,ST JOHN AMBULANCE,6832277,Revenue,1MC20,In-House Foster Carer Costs,504.00,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,25-Feb-16,ST JOHNS CHURCH,6841665,Revenue,1KN53,Westerhope Ward,"1,867.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST JOSEPHS,6838455,Revenue,1MG10,Nursing Care OP,"636,721.16",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST JOSEPHS,6838455,Revenue,1MG20,Residential Care OP,"938,325.92",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST JOSEPHS,6838500,Revenue,1MG10,Nursing Care OP,448.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,ST JOSEPHS,6838455,Revenue,1MG10,Nursing Care OP,"33,511.64",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,ST JOSEPHS,6838455,Revenue,1MG20,Residential Care OP,"402,139.68",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,25-Feb-16,ST MARTINS CENTRE,6842003,Revenue,1KN60,Byker Ward,"12,000.00",
Environment & Regeneration,E&R Fairer Housing             ,Revenue Expenditure,10-Feb-16,ST MARTINS CENTRE,6826090,Revenue,1VH06,FHU Private Housing Team,500.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,17-Feb-16,ST OSWALDS HOSPICE,6832281,Revenue,1MD66,CWD Care Packages,684.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,17-Feb-16,ST OSWALDS HOSPICE,6832283,Revenue,1MD66,CWD Care Packages,684.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,17-Feb-16,ST OSWALDS HOSPICE,6832287,Revenue,1MD66,CWD Care Packages,"1,026.00",
Children's Services,Childrens Services Support       ,Revenue Expenditure,17-Feb-16,ST OSWALDS HOSPICE,6832288,Revenue,1MD66,CWD Care Packages,684.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,17-Feb-16,ST OSWALDS HOSPICE,6832291,Revenue,1MD66,CWD Care Packages,684.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,19-Feb-16,ST OSWALDS HOSPICE,6832271,Revenue,1MD66,CWD Care Packages,"1,026.00",
Children's Services,Childrens Services Support       ,Revenue Expenditure,19-Feb-16,ST OSWALDS HOSPICE,6832273,Revenue,1MD66,CWD Care Packages,"1,026.00",
Children's Services,Childrens Services Support       ,Revenue Expenditure,19-Feb-16,ST OSWALDS HOSPICE,6832275,Revenue,1MD66,CWD Care Packages,855.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,19-Feb-16,ST OSWALDS HOSPICE,6832276,Revenue,1MD66,CWD Care Packages,"1,026.00",
Children's Services,Childrens Services Support       ,Revenue Expenditure,19-Feb-16,ST OSWALDS HOSPICE,6832278,Revenue,1MD66,CWD Care Packages,684.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,ST PETERS COURT,6838456,Revenue,1MG20,Residential Care OP,"1,258.72",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,ST PETERS COURT,6838456,Revenue,1MG20,Residential Care OP,"1,258.72",
Adult and Culture,Social Services                        ,Long Term Assets,29-Feb-16,ST PHILIPS CARE,6844863,Revenue,4WX13,Ind Sector Client Loan Fund,"1,831.59",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,25-Feb-16,ST WILFRED'S PAROCHIAL CHURCH,6841666,Revenue,1KN54,Woolsington Ward,"9,000.00",
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,04-Feb-16,STAGECOACH NORTH EAST,6807851,Revenue,1V301,Travel office Travel Passes,"1,155.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,STANLEY PARK CARE CENTRE,6824882,Revenue,1MG20,Residential Care OP,"1,120.04",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,STANLEY PARK CARE CENTRE,6824882,Revenue,1MG20,Residential Care OP,"1,120.04",
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,12-Feb-16,STANLEY SECURITY SOLUTIONS,6821701,Revenue,1V300,Green Travel office,"1,474.12",
Environment & Regeneration,E&R Parking Services       ,Revenue Income,12-Feb-16,STANLEY SECURITY SOLUTIONS,6821701,Revenue,4RX01,General Fund,"1,474.12",
HRA,HRA A/S Unit               ,Capital Expenditure,22-Feb-16,STANNAH LIFT SERVICES LTD,6827738,Capital,2HE01,Capital Citywide,"3,075.18",
HRA,HRA A/S Unit               ,Revenue Expenditure,17-Feb-16,STANNAH LIFT SERVICES LTD,6811549,Revenue,1HBSP,Planned Service&Plant Maint,"5,618.60",
HRA,HRA A/S Unit               ,Revenue Expenditure,17-Feb-16,STANNAH LIFT SERVICES LTD,6811549,Revenue,1HRA8,HRA - Investment Related Expe,"5,618.60",
HRA,HRA A/S Unit               ,Revenue Expenditure,17-Feb-16,STANNAH LIFT SERVICES LTD,6827737,Revenue,1HRA8,HRA - Investment Related Expe,870.00,
HRA,HRA A/S Unit               ,Revenue Expenditure,12-Feb-16,STANNAH LIFT SERVICES LTD,6828790,Revenue,1HRA8,HRA - Investment Related Expe,"1,865.66",
HRA,HRA A/S Unit               ,Revenue Expenditure,12-Feb-16,STANNAH LIFT SERVICES LTD,6828791,Revenue,1HRA8,HRA - Investment Related Expe,"3,342.00",
HRA,HRA A/S Unit               ,Revenue Expenditure,22-Feb-16,STANNAH LIFT SERVICES LTD,6827738,Revenue,1HBSP,Planned Service&Plant Maint,"3,075.18",
HRA,HRA A/S Unit               ,Revenue Expenditure,16-Feb-16,STANNAH LIFT SERVICES LTD,6827736,Revenue,1HRA8,HRA - Investment Related Expe,"1,146.00",
HRA,HRA A/S Unit               ,Revenue Expenditure,01-Feb-16,STANNAH LIFT SERVICES LTD,6800296,Revenue,1HRA8,HRA - Investment Related Expe,546.00,
Adult and Culture,Adult Serv-Arts & Cul      ,Revenue Expenditure,10-Feb-16,STATEX PRESS NORTHERN LTD,6826062,Revenue,1DF66,Holocaust Memorial Day,355.00,
Environment & Regeneration,Cityworks City Hall        ,Revenue Expenditure,09-Feb-16,STATEX PRESS NORTHERN LTD,6821974,Revenue,1KL3A,City Hall,"1,695.00",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,11-Feb-16,STAUFF NEWCASTLE,6823242,Revenue,3KES1,Fleetmaster Stores Account,453.60,
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,26-Feb-16,STAUFF NEWCASTLE,6838979,Revenue,3KES1,Fleetmaster Stores Account,"2,992.56",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,18-Feb-16,STAUFF NEWCASTLE,6829120,Revenue,3KES1,Fleetmaster Stores Account,529.20,
Children's Services,Educ School Planning    ,Revenue Expenditure,12-Feb-16,STAY NORTH EAST LTD,6829725,Revenue,1MD62,Support to LAC,704.60,
Children's Services,Educ School Planning    ,Revenue Expenditure,15-Feb-16,STAY NORTH EAST LTD,6829791,Revenue,1MD62,Support to LAC,700.00,
Children's Services,Educ School Planning    ,Revenue Expenditure,16-Feb-16,STAY NORTH EAST LTD,6829811,Revenue,1MD62,Support to LAC,718.60,
Environment & Regeneration,Highways                               ,Revenue Expenditure,04-Feb-16,STEEL LINE LTD,6790311,Revenue,1KEMC,Highways,"1,920.00",
Children's Services,Childrens Services Support       ,Revenue Expenditure,12-Feb-16,STEPH HELLAWELL CONSULTANCY,6828177,Revenue,1MF13,Adoption Support Fund,357.50,
Children's Services,Childrens Services Support       ,Revenue Expenditure,12-Feb-16,STEPH HELLAWELL CONSULTANCY,6828180,Revenue,1MF13,Adoption Support Fund,520.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,15-Feb-16,STEPH HELLAWELL CONSULTANCY,6829481,Revenue,1MF13,Adoption Support Fund,260.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,25-Feb-16,STEPH HELLAWELL CONSULTANCY,6841929,Revenue,1MF13,Adoption Support Fund,260.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,STICHELL HOUSE CARE HOME,6824933,Revenue,1MG20,Residential Care OP,"1,952.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,23-Feb-16,STONE TECHNICAL SERVICES LTD,6837473,Capital,2FT14,Property Services,"4,798.34",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,23-Feb-16,STONE TECHNICAL SERVICES LTD,6837474,Capital,2FT14,Property Services,"5,100.00",
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,09-Feb-16,STONE TECHNICAL SERVICES LTD,6824523,Revenue,1DT11,St Michaels Workshops,672.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,09-Feb-16,STONE TECHNICAL SERVICES LTD,6824525,Revenue,1DE48,i8 - Lynwood NEC,672.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,09-Feb-16,STONE TECHNICAL SERVICES LTD,6824532,Revenue,1KL61,Parks R&M,"2,568.00",
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Feb-16,STONE TECHNICAL SERVICES LTD,6822842,Revenue,1MW02,Nature's Landscape,"1,704.00",
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Feb-16,STONE TECHNICAL SERVICES LTD,6837370,Revenue,1DT10,Riversdales Court Ind Est,342.00,
